Date,Volume,Open,Close,High,Low
12/5/2023,3595677,911.6,913.12,917.27,905.845
12/4/2023,2488416,920.64,923.97,930.97,916.44
12/1/2023,2959824,922.46,930,933.9,908
11/30/2023,4947435,941,925.73,942.415,918.37
11/29/2023,3483274,948.34,940.83,959.4299,939.37
11/28/2023,3867123,939.94,946.35,950.86,934.16
11/27/2023,9616289,976.15,950.24,981.01,949.33
11/24/2023,2315791,974.96,978.87,979.86,966.75
11/22/2023,3374011,983.69,972,987.9899,971
11/21/2023,4319743,975,981.2,991,971.63
11/20/2023,1866098,973,995.71,999.87,973
11/17/2023,1978571,958.21,977.73,983.89,951
11/16/2023,2617709,964,959.55,968.7,950.52
11/15/2023,1589925,979.51,975.4,981.75,966.91
11/14/2023,2385799,962.34,972.96,976.77,955.2521
11/13/2023,1688588,950.05,946.93,952.4,940.48
11/10/2023,3625640,921.74,957.52,958.95,918.21
11/9/2023,2446959,912.5,911.38,929.7999,908.56
11/8/2023,1526906,900,911.13,912.9084,899
11/7/2023,1936278,882.32,897.82,901.77,876.155
11/6/2023,1286912,881.56,880.83,885.89,871.21
11/3/2023,1801545,877.5,882.68,887.5,871.0567
11/2/2023,1859346,862,871.3,880.5,860
11/1/2023,1864448,842,852.94,853.825,835.57
10/31/2023,1472010,843.89,841.37,845.5,832.6
10/30/2023,2074452,841.1,841.25,849.43,827.15
10/27/2023,1636079,830,838.36,840.21,828.54
10/26/2023,2772596,847.91,826.75,854.415,818.34
10/25/2023,2129913,877.07,849.63,878.73,846.08
10/24/2023,1490501,864,881.11,883,863.12
10/23/2023,1644016,857.96,862.22,873.5999,842.82
10/20/2023,2685234,874.9,853.63,874.9,851.84
10/19/2023,2657672,887.02,867.83,889.49,865.67
10/18/2023,2036152,879.945,887.03,895.63,875.2
10/17/2023,3319047,885.15,884.4,892.98,866
10/16/2023,2112058,890.97,902.57,915.785,890.97
10/13/2023,2829496,909,883.18,925.91,882.09
10/12/2023,4382476,876.43,905.6,917.93,876.43
10/11/2023,1430487,859.71,874.56,875.34,856.55
10/10/2023,1470819,857.15,858.41,872.545,855.72
10/9/2023,1575158,840.46,855.88,856.61,837.83
10/6/2023,2109431,819.4,845.26,848.385,811.72
10/5/2023,1146491,820.11,823.86,828.63,815.4801
